390,38.087
391,39.7361184
392,41.8624032
393,44.33584
394,46.9397408
395,49.518
396,52.0861824
397,54.654816
398,57.0929856
399,59.2259872
400,60.949
401,62.2549984
402,63.0983456
403,63.6365408
404,64.13208
405,64.751
406,65.4652192
407,66.2942848
408,67.1660864
409,67.946208
410,68.554
411,69.0158656
412,69.3259744
413,69.5444032
414,69.77128
415,70.065
416,70.412872
417,70.8292592
418,71.2372784
419,71.5115936
420,71.577
421,71.468616
422,71.2135824
423,70.8248128
424,70.3238352
425,69.746
426,69.0976928
427,68.3500848
428,67.7146048
429,67.5062448
430,67.914
431,68.910152
432,70.5257408
433,72.5684496
434,74.7177504
435,76.76
436,78.7251328
437,80.6045456
438,82.3772864
439,84.0439792
440,85.605
441,87.0267248
442,88.2677184
443,89.40268
444,90.5561056
445,91.799
446,93.1149488
447,94.524064
448,95.9147152
449,97.1070064
450,97.993
451,98.594632
452,98.8954432
453,98.9978944
454,99.0727536
455,99.228
456,99.4453488
457,99.7375664
458,100.057376
459,100.3167856
460,100.463
461,100.5194208
462,100.494552
463,100.4092832
464,100.2984304
465,100.188
466,100.0758608
467,99.9590272
468,99.8677776
469,99.844048
470,99.913
471,100.0680752
472,100.3051136
473,100.609672
474,100.9576784
475,101.326
476,101.714048
477,102.131096
478,102.504696
479,102.728584
480,102.739
481,102.5483296
482,102.15352
483,101.6089824
484,101.0054048
485,100.409
486,99.8136048
487,99.2135824
488,98.67252
489,98.2767296
490,98.078
491,98.0746144
492,98.280048
493,98.6307696
494,99.0208912
495,99.379
496,99.7146512
497,100.0261696
498,100.298288
499,100.5186944
500,100.68
501,100.7741408
502,100.790016
503,100.7541632
504,100.7108144
505,100.688
506,100.681008
507,100.6930592
508,100.7125264
509,100.7175456
510,100.695
511,100.6541232
512,100.6037184
513,100.5388816
514,100.4514368
515,100.341
516,100.2103648
517,100.0522256
518,99.9166944
519,99.8797552
520,99.987
521,100.226632
522,100.5969824
523,101.0659408
524,101.5799872
525,102.098
526,102.6227984
527,103.1605728
528,103.6533392
529,104.0194736
530,104.21
531,104.229544
532,104.0687872
533,103.7813824
534,103.4567536
535,103.156
536,102.8713664
537,102.6031584
538,102.3721744
539,102.2006704
540,102.102
541,102.0784688
542,102.1337664
543,102.248544
544,102.3905536
545,102.535
546,102.6835744
547,102.840032
548,102.9692576
549,103.0218032
550,102.968
551,102.8093712
552,102.5376976
553,102.189344
554,101.8249184
555,101.484
556,101.1606016
557,100.857496
558,100.5704624
559,100.2871088
560,100.0
561,99.7176288
562,99.4486624
563,99.183376
564,98.9055616
565,98.608
566,98.29364
567,97.957032
568,97.632952
569,97.375184
570,97.216
571,97.14432
572,97.154336
573,97.23068
574,97.347736
575,97.482
576,97.6332944
577,97.809936
578,97.9459456
579,97.9449152
580,97.749
581,97.3713056
582,96.8130976
583,96.1178496
584,95.3580176
585,94.59
586,93.8102688
587,93.0094176
588,92.2732304
589,91.7231392
590,91.432
591,91.39408
592,91.6261264
593,92.0442368
594,92.5085792
595,92.926
596,93.3095728
597,93.6554688
598,93.9550528
599,94.2093568
600,94.419
601,94.5714016
602,94.6528768
603,94.689072
604,94.7227312
605,94.78
606,94.8559504
607,94.955016
608,95.0565376
609,95.1252512
610,95.14
611,95.1047456
612,95.0141136
613,94.8906896
614,94.7721136
615,94.68
616,94.6094464
617,94.5663296
618,94.5183648
619,94.41336
620,94.22
621,93.9499952
622,93.6091408
623,93.2112464
624,92.779328
625,92.334
626,91.8752224
627,91.3962304
628,90.9512624
629,90.6193744
630,90.448
631,90.4283696
632,90.5632384
633,90.8111872
634,91.103184
635,91.389
636,91.6733952
637,91.9604192
638,92.2033952
639,92.3392112
640,92.33
641,92.17924
642,91.8817392
643,91.4770784
644,91.0312256
645,90.592
646,90.1547792
647,89.7159424
648,89.3182976
649,89.0194608
650,88.854
651,88.8243184
652,88.9460816
653,89.1666368
654,89.398232
655,89.586
656,89.7395856
657,89.8515648
658,89.952424
659,90.0966672
660,90.317
661,90.5959424
662,90.920808
663,91.2890896
664,91.6966032
665,92.133
666,92.5956496
667,93.0950256
668,93.5552496
669,93.8629216
670,93.95
671,93.8201936
672,93.4495056
673,92.9262496
674,92.3976176
675,91.953
676,91.57516
677,91.2802496
678,90.9907152
679,90.5755088
680,89.956
681,89.1652
682,88.2206672
683,87.1504464
684,86.0012816
685,84.817
686,83.5983056
687,82.3287184
688,81.1379952
689,80.216096
690,79.677
691,79.5083248
692,79.7347472
693,80.2300256
694,80.783752
695,81.258
696,81.6733488
697,82.0209056
698,82.3100944
699,82.5760912
700,82.84
701,83.0688816
702,83.2235424
703,83.3549952
704,83.548264
705,83.842
706,84.2210544
707,84.7129392
708,85.143008
709,85.2407888
710,84.844
711,84.0000208
712,82.721072
713,81.1098512
714,79.3375184
715,77.539
716,75.7066496
717,73.8158832
718,72.0863088
719,70.8302224
720,70.235
721,70.2866496
722,71.0309408
723,72.248704
724,73.5746592
725,74.768
726,75.8639024
727,76.848824
728,77.7255536
729,78.5348032
730,79.301
731,79.9766208
732,80.5072416
733,80.9703824
734,81.4952432
735,82.147
736,82.9052096
737,83.8026544
738,84.6383792
739,85.098032
740,84.993
741,84.3539888
742,83.1440592
743,81.5580416
744,79.920656
745,78.437
746,77.0722112
747,75.8508816
748,74.68084
749,73.3913584
750,71.88
751,70.2201792
752,68.484944
753,66.6302688
754,64.5827776
755,62.337
756,59.9171648
757,57.2604928
758,54.7965568
759,53.1770528
760,52.793
761,53.5646
762,55.5205968
763,58.3210416
764,61.3993504
765,64.36
766,67.2487552
767,70.0754336
768,72.624248
769,74.6281744
770,75.927
771,76.5086302928
772,76.3194314641
773,75.5853606354
774,74.6830103426
775,73.872
776,73.174981711
777,72.698770511
778,72.3909187751
779,72.1079073072
780,71.818
